product_id,product_name,description,price,category,rating,tags,popularity_score,brand/manufacturer,release_date,was_price,discount,link,image,embedding
221,Sparkling Water,Refreshing and fizzy mineral water,$344.90 ,Food,2.4,"['Drink', 'Water', 'Beverage']",415,Beverage Co.,2/15/2021,$361.14 ,4.5,http://www.choi-torres.com/,https://placekitten.com/200/200,
222,Modern Sofa,A comfortable modern sofa for living rooms,$644.80 ,Furniture,2.1,"['Furniture', 'Home', 'Living Room']",953,HomeStyle,3/10/2021,$733.57 ,12.1,https://estes-reid.biz/,https://placeimg.com/200/200/any,
223,Red Hoodie,A cozy red hoodie for cold days,$256.30 ,Clothing,4.6,"['Apparel', 'Clothing', 'Fashion']",463,Fashion Brand,1/1/2022,$320.81 ,20.11,https://www.suarez.com/,https://www.lorempixel.com/200/200,
224,To Kill a Mockingbird,A novel about racial injustice in the Deep South,$558.08 ,Book,4.1,"['Classic', 'Drama', 'Historical']",354,J.B. Lippincott & Co.,7/11/1960,$585.92 ,4.75,https://www.murray.net/,https://dummyimage.com/200x200,
225,1984,A dystopian novel about totalitarianism,$796.83 ,Book,5,"['Dystopian', 'Political', 'Science Fiction']",286,Secker & Warburg,6/8/1949,$946.25 ,15.79,http://bryant-cook.biz/,https://dummyimage.com/200x200,
226,Blue Jeans,Classic blue jeans for everyday wear,$454.03 ,Clothing,1,"['Apparel', 'Clothing', 'Casual']",354,Denim Co.,6/15/2021,$554.60 ,18.13,https://ellis.net/,https://placeimg.com/200/200/any,
227,Smartphone X,Latest model with cutting-edge features,$284.87 ,Electronics,4.5,"['Gadget', 'Smartphone', 'Tech']",14,Tech Corp,9/20/2021,$306.30 ,7,https://www.dillon.com/,https://placekitten.com/200/200,
228,1984,A dystopian novel about totalitarianism,$243.16 ,Book,2.6,"['Dystopian', 'Political', 'Science Fiction']",817,Secker & Warburg,6/8/1949,$292.67 ,16.92,https://www.howell-sanford.com/,https://dummyimage.com/200x200,
229,To Kill a Mockingbird,A novel about racial injustice in the Deep South,$286.37 ,Book,2.5,"['Classic', 'Drama', 'Historical']",167,J.B. Lippincott & Co.,7/11/1960,$356.18 ,19.6,https://www.carter.net/,https://dummyimage.com/200x200,
230,Modern Sofa,A comfortable modern sofa for living rooms,$774.61 ,Furniture,3.5,"['Furniture', 'Home', 'Living Room']",947,HomeStyle,3/10/2021,$832.71 ,6.98,https://www.jacobson-davis.com/,https://www.lorempixel.com/200/200,
231,The Matrix,A hacker discovers a shocking truth about reality,$10.26 ,Movie,2.4,"['Action', 'Sci-Fi', 'Thriller']",502,Warner Bros,3/31/1999,$12.94 ,20.71,https://byrd-gonzalez.com/,https://dummyimage.com/200x200,
232,Sparkling Water,Refreshing and fizzy mineral water,$190.09 ,Food,1.8,"['Drink', 'Water', 'Beverage']",723,Beverage Co.,2/15/2021,$214.39 ,11.33,http://www.jennings-anderson.com/,https://placekitten.com/200/200,
233,Blue Jeans,Classic blue jeans for everyday wear,$136.24 ,Clothing,1.7,"['Apparel', 'Clothing', 'Casual']",740,Denim Co.,6/15/2021,$165.86 ,17.86,https://www.davis-gonzalez.com/,https://placeimg.com/200/200/any,
234,The Matrix,A hacker discovers a shocking truth about reality,$467.71 ,Movie,3.2,"['Action', 'Sci-Fi', 'Thriller']",628,Warner Bros,3/31/1999,$520.58 ,10.16,http://www.kim-robinson.com/,https://placeimg.com/200/200/any,
235,Smartphone X,Latest model with cutting-edge features,$600.10 ,Electronics,2.7,"['Gadget', 'Smartphone', 'Tech']",931,Tech Corp,9/20/2021,$675.89 ,11.21,http://richard.biz/,https://placeimg.com/200/200/any,
236,Sparkling Water,Refreshing and fizzy mineral water,$983.49 ,Food,1.4,"['Drink', 'Water', 'Beverage']",721,Beverage Co.,2/15/2021,"$1,164.56 ",15.55,https://campbell.net/,https://placekitten.com/200/200,
237,The Matrix,A hacker discovers a shocking truth about reality,$983.91 ,Movie,5,"['Action', 'Sci-Fi', 'Thriller']",671,Warner Bros,3/31/1999,"$1,220.93 ",19.41,https://www.keller-carpenter.com/,https://placeimg.com/200/200/any,
238,The Matrix,A hacker discovers a shocking truth about reality,$293.30 ,Movie,3.7,"['Action', 'Sci-Fi', 'Thriller']",972,Warner Bros,3/31/1999,$332.16 ,11.7,http://thomas.com/,https://dummyimage.com/200x200,
239,1984,A dystopian novel about totalitarianism,$61.32 ,Book,4.7,"['Dystopian', 'Political', 'Science Fiction']",396,Secker & Warburg,6/8/1949,$73.54 ,16.62,https://www.carpenter.com/,https://placekitten.com/200/200,
240,Red Hoodie,A cozy red hoodie for cold days,$782.89 ,Clothing,3.3,"['Apparel', 'Clothing', 'Fashion']",260,Fashion Brand,1/1/2022,$888.11 ,11.85,https://turner-griffith.com/,https://dummyimage.com/200x200,
241,To Kill a Mockingbird,A novel about racial injustice in the Deep South,$526.85 ,Book,2.8,"['Classic', 'Drama', 'Historical']",499,J.B. Lippincott & Co.,7/11/1960,$658.86 ,20.04,http://www.williams-brown.com/,https://www.lorempixel.com/200/200,
242,Wireless Earbuds,High-quality sound in a compact design,$791.25 ,Electronics,1.2,"['Audio', 'Electronics', 'Wireless']",466,Audio Masters,12/1/2021,$811.96 ,2.55,http://www.jones.com/,https://placeimg.com/200/200/any,
243,Blue Jeans,Classic blue jeans for everyday wear,$936.78 ,Clothing,2.5,"['Apparel', 'Clothing', 'Casual']",36,Denim Co.,6/15/2021,"$1,190.02 ",21.28,https://www.thomas-mcintyre.info/,https://placeimg.com/200/200/any,
244,Wireless Earbuds,High-quality sound in a compact design,$656.38 ,Electronics,1.6,"['Audio', 'Electronics', 'Wireless']",837,Audio Masters,12/1/2021,$827.18 ,20.65,https://flores-mccoy.com/,https://placeimg.com/200/200/any,
245,The Matrix,A hacker discovers a shocking truth about reality,$631.20 ,Movie,1.5,"['Action', 'Sci-Fi', 'Thriller']",105,Warner Bros,3/31/1999,$674.64 ,6.44,http://www.kirk.com/,https://www.lorempixel.com/200/200,
246,Inception,A mind-bending thriller by Christopher Nolan,$122.87 ,Movie,1.6,"['Thriller', 'Sci-Fi', 'Action']",181,Warner Bros,7/16/2010,$145.20 ,15.38,https://hunter.org/,https://dummyimage.com/200x200,
247,Smartphone X,Latest model with cutting-edge features,$6.02 ,Electronics,2.9,"['Gadget', 'Smartphone', 'Tech']",392,Tech Corp,9/20/2021,$7.52 ,19.95,https://www.baker.com/,https://placeimg.com/200/200/any,
248,Wireless Earbuds,High-quality sound in a compact design,$843.65 ,Electronics,3.3,"['Audio', 'Electronics', 'Wireless']",582,Audio Masters,12/1/2021,$858.94 ,1.78,http://carlson.com/,https://placekitten.com/200/200,
249,Inception,A mind-bending thriller by Christopher Nolan,$73.42 ,Movie,1.2,"['Thriller', 'Sci-Fi', 'Action']",673,Warner Bros,7/16/2010,$94.28 ,22.13,http://duncan.com/,https://placekitten.com/200/200,
250,Red Hoodie,A cozy red hoodie for cold days,$810.62 ,Clothing,1.8,"['Apparel', 'Clothing', 'Fashion']",777,Fashion Brand,1/1/2022,$970.25 ,16.45,https://sanchez.com/,https://placeimg.com/200/200/any,
251,Smartphone X,Latest model with cutting-edge features,$709.15 ,Electronics,2.5,"['Gadget', 'Smartphone', 'Tech']",761,Tech Corp,9/20/2021,$757.00 ,6.32,https://moreno.com/,https://dummyimage.com/200x200,
252,Inception,A mind-bending thriller by Christopher Nolan,$896.51 ,Movie,2.7,"['Thriller', 'Sci-Fi', 'Action']",451,Warner Bros,7/16/2010,$958.07 ,6.43,http://short.com/,https://www.lorempixel.com/200/200,
253,Organic Almonds,Crunchy and nutritious organic almonds,$469.70 ,Food,1,"['Food', 'Organic', 'Snack']",165,Nature's Best,1/10/2022,$476.53 ,1.43,https://www.preston.com/,https://placekitten.com/200/200,
254,Wireless Earbuds,High-quality sound in a compact design,$350.95 ,Electronics,2.8,"['Audio', 'Electronics', 'Wireless']",307,Audio Masters,12/1/2021,$392.84 ,10.66,http://brennan-davidson.com/,https://dummyimage.com/200x200,
255,Modern Sofa,A comfortable modern sofa for living rooms,$120.35 ,Furniture,1.7,"['Furniture', 'Home', 'Living Room']",38,HomeStyle,3/10/2021,$153.18 ,21.43,https://www.bradford-mendez.com/,https://placeimg.com/200/200/any,
256,To Kill a Mockingbird,A novel about racial injustice in the Deep South,$80.11 ,Book,2.2,"['Classic', 'Drama', 'Historical']",771,J.B. Lippincott & Co.,7/11/1960,$98.25 ,18.46,https://evans-lee.info/,https://www.lorempixel.com/200/200,
257,Red Hoodie,A cozy red hoodie for cold days,$621.40 ,Clothing,2.1,"['Apparel', 'Clothing', 'Fashion']",999,Fashion Brand,1/1/2022,$655.40 ,5.19,https://stafford.com/,https://placekitten.com/200/200,
258,1984,A dystopian novel about totalitarianism,$91.41 ,Book,2.9,"['Dystopian', 'Political', 'Science Fiction']",628,Secker & Warburg,6/8/1949,$100.95 ,9.45,http://www.gould.org/,https://placeimg.com/200/200/any,
259,Sparkling Water,Refreshing and fizzy mineral water,$699.02 ,Food,3.3,"['Drink', 'Water', 'Beverage']",385,Beverage Co.,2/15/2021,$758.47 ,7.84,https://www.clark-harrison.com/,https://placekitten.com/200/200,
260,Sparkling Water,Refreshing and fizzy mineral water,$429.90 ,Food,3.9,"['Drink', 'Water', 'Beverage']",210,Beverage Co.,2/15/2021,$545.89 ,21.25,https://henderson.com/,https://placekitten.com/200/200,
261,Smartphone X,Latest model with cutting-edge features,$711.33 ,Electronics,4.2,"['Gadget', 'Smartphone', 'Tech']",703,Tech Corp,9/20/2021,$822.61 ,13.53,https://www.wyatt.org/,https://placekitten.com/200/200,
262,Blue Jeans,Classic blue jeans for everyday wear,$303.56 ,Clothing,2.1,"['Apparel', 'Clothing', 'Casual']",789,Denim Co.,6/15/2021,$324.28 ,6.39,http://lopez.com/,https://dummyimage.com/200x200,
263,Organic Almonds,Crunchy and nutritious organic almonds,$285.73 ,Food,2.2,"['Food', 'Organic', 'Snack']",814,Nature's Best,1/10/2022,$330.22 ,13.47,https://www.joseph.com/,https://dummyimage.com/200x200,
264,Modern Sofa,A comfortable modern sofa for living rooms,$152.54 ,Furniture,4,"['Furniture', 'Home', 'Living Room']",851,HomeStyle,3/10/2021,$190.88 ,20.09,https://www.alvarado.net/,https://placekitten.com/200/200,
265,Sparkling Water,Refreshing and fizzy mineral water,$562.52 ,Food,3.9,"['Drink', 'Water', 'Beverage']",946,Beverage Co.,2/15/2021,$608.58 ,7.57,http://clark-sanders.com/,https://placeimg.com/200/200/any,
266,The Matrix,A hacker discovers a shocking truth about reality,$869.69 ,Movie,1.8,"['Action', 'Sci-Fi', 'Thriller']",710,Warner Bros,3/31/1999,$935.41 ,7.03,http://alexander-ware.biz/,https://dummyimage.com/200x200,
267,Smartphone X,Latest model with cutting-edge features,$472.18 ,Electronics,2.9,"['Gadget', 'Smartphone', 'Tech']",343,Tech Corp,9/20/2021,$497.27 ,5.05,http://www.hale-reyes.net/,https://www.lorempixel.com/200/200,
268,Inception,A mind-bending thriller by Christopher Nolan,$858.98 ,Movie,3.1,"['Thriller', 'Sci-Fi', 'Action']",620,Warner Bros,7/16/2010,$971.81 ,11.61,https://davis.org/,https://www.lorempixel.com/200/200,
269,Sparkling Water,Refreshing and fizzy mineral water,$319.55 ,Food,3.9,"['Drink', 'Water', 'Beverage']",2,Beverage Co.,2/15/2021,$320.20 ,0.2,https://hawkins.info/,https://placekitten.com/200/200,
270,Blue Jeans,Classic blue jeans for everyday wear,$512.96 ,Clothing,2.9,"['Apparel', 'Clothing', 'Casual']",192,Denim Co.,6/15/2021,$617.08 ,16.87,https://www.gates.com/,https://dummyimage.com/200x200,
271,Blue Jeans,Classic blue jeans for everyday wear,$679.50 ,Clothing,4.9,"['Apparel', 'Clothing', 'Casual']",1000,Denim Co.,6/15/2021,$703.02 ,3.35,http://www.hanna.com/,https://www.lorempixel.com/200/200,
272,Modern Sofa,A comfortable modern sofa for living rooms,$829.08 ,Furniture,4.6,"['Furniture', 'Home', 'Living Room']",851,HomeStyle,3/10/2021,"$1,032.42 ",19.7,http://harris-chen.net/,https://www.lorempixel.com/200/200,
273,Red Hoodie,A cozy red hoodie for cold days,$696.53 ,Clothing,4.2,"['Apparel', 'Clothing', 'Fashion']",143,Fashion Brand,1/1/2022,$756.88 ,7.97,http://king-murphy.com/,https://www.lorempixel.com/200/200,
274,Wooden Desk,Solid wood desk for office or home use,$49.48 ,Furniture,3.9,"['Furniture', 'Office', 'Home']",845,Furniture Co.,8/5/2020,$57.46 ,13.89,https://www.smith-fuller.info/,https://placekitten.com/200/200,
275,Wooden Desk,Solid wood desk for office or home use,$747.19 ,Furniture,4.7,"['Furniture', 'Office', 'Home']",962,Furniture Co.,8/5/2020,$870.78 ,14.19,https://blackwell.com/,https://www.lorempixel.com/200/200,
276,To Kill a Mockingbird,A novel about racial injustice in the Deep South,$431.29 ,Book,3.3,"['Classic', 'Drama', 'Historical']",193,J.B. Lippincott & Co.,7/11/1960,$453.21 ,4.84,http://delgado.com/,https://placeimg.com/200/200/any,
277,Modern Sofa,A comfortable modern sofa for living rooms,$712.17 ,Furniture,3.6,"['Furniture', 'Home', 'Living Room']",227,HomeStyle,3/10/2021,$741.01 ,3.89,http://moon.biz/,https://placekitten.com/200/200,
278,To Kill a Mockingbird,A novel about racial injustice in the Deep South,$8.14 ,Book,3.9,"['Classic', 'Drama', 'Historical']",443,J.B. Lippincott & Co.,7/11/1960,$9.49 ,14.23,http://montoya-mathews.biz/,https://placekitten.com/200/200,
279,Modern Sofa,A comfortable modern sofa for living rooms,$230.77 ,Furniture,3.6,"['Furniture', 'Home', 'Living Room']",207,HomeStyle,3/10/2021,$240.17 ,3.91,http://www.jones.biz/,https://www.lorempixel.com/200/200,
280,1984,A dystopian novel about totalitarianism,$229.01 ,Book,1.9,"['Dystopian', 'Political', 'Science Fiction']",939,Secker & Warburg,6/8/1949,$291.94 ,21.56,http://blanchard-armstrong.com/,https://dummyimage.com/200x200,
281,1984,A dystopian novel about totalitarianism,$901.85 ,Book,2.7,"['Dystopian', 'Political', 'Science Fiction']",817,Secker & Warburg,6/8/1949,$937.84 ,3.84,http://www.johnston-gates.com/,https://www.lorempixel.com/200/200,
282,To Kill a Mockingbird,A novel about racial injustice in the Deep South,$576.47 ,Book,4.5,"['Classic', 'Drama', 'Historical']",428,J.B. Lippincott & Co.,7/11/1960,$734.99 ,21.57,https://pratt.info/,https://dummyimage.com/200x200,
283,Inception,A mind-bending thriller by Christopher Nolan,$655.63 ,Movie,2.5,"['Thriller', 'Sci-Fi', 'Action']",917,Warner Bros,7/16/2010,$767.67 ,14.59,http://www.berry-williams.biz/,https://placeimg.com/200/200/any,
284,Organic Almonds,Crunchy and nutritious organic almonds,$721.84 ,Food,2.7,"['Food', 'Organic', 'Snack']",457,Nature's Best,1/10/2022,$883.11 ,18.26,https://www.mcintosh-love.net/,https://www.lorempixel.com/200/200,
285,Organic Almonds,Crunchy and nutritious organic almonds,$858.00 ,Food,4,"['Food', 'Organic', 'Snack']",392,Nature's Best,1/10/2022,$906.82 ,5.38,https://www.banks-kennedy.biz/,https://placekitten.com/200/200,
286,Organic Almonds,Crunchy and nutritious organic almonds,$728.62 ,Food,3.9,"['Food', 'Organic', 'Snack']",629,Nature's Best,1/10/2022,$934.85 ,22.06,https://harris.com/,https://www.lorempixel.com/200/200,
287,1984,A dystopian novel about totalitarianism,$996.01 ,Book,3.9,"['Dystopian', 'Political', 'Science Fiction']",840,Secker & Warburg,6/8/1949,"$1,177.87 ",15.44,http://www.elliott.com/,https://placeimg.com/200/200/any,
288,1984,A dystopian novel about totalitarianism,$91.41 ,Book,3.2,"['Dystopian', 'Political', 'Science Fiction']",607,Secker & Warburg,6/8/1949,$116.81 ,21.74,http://sims.com/,https://dummyimage.com/200x200,
289,Red Hoodie,A cozy red hoodie for cold days,$665.46 ,Clothing,2.1,"['Apparel', 'Clothing', 'Fashion']",900,Fashion Brand,1/1/2022,$822.37 ,19.08,http://flores-cervantes.com/,https://placekitten.com/200/200,
290,Inception,A mind-bending thriller by Christopher Nolan,$55.58 ,Movie,4.3,"['Thriller', 'Sci-Fi', 'Action']",144,Warner Bros,7/16/2010,$57.20 ,2.83,https://thomas.com/,https://placeimg.com/200/200/any,
291,Organic Almonds,Crunchy and nutritious organic almonds,$869.92 ,Food,3.4,"['Food', 'Organic', 'Snack']",704,Nature's Best,1/10/2022,$925.58 ,6.01,https://mitchell-hess.com/,https://placeimg.com/200/200/any,
292,Organic Almonds,Crunchy and nutritious organic almonds,$461.65 ,Food,2.1,"['Food', 'Organic', 'Snack']",14,Nature's Best,1/10/2022,$568.58 ,18.81,http://www.cunningham-ball.com/,https://placeimg.com/200/200/any,
293,The Matrix,A hacker discovers a shocking truth about reality,$884.91 ,Movie,1.4,"['Action', 'Sci-Fi', 'Thriller']",374,Warner Bros,3/31/1999,$950.27 ,6.88,http://vargas.com/,https://dummyimage.com/200x200,
294,Modern Sofa,A comfortable modern sofa for living rooms,$947.71 ,Furniture,1.1,"['Furniture', 'Home', 'Living Room']",33,HomeStyle,3/10/2021,$948.56 ,0.09,http://johnson-snyder.info/,https://www.lorempixel.com/200/200,
295,To Kill a Mockingbird,A novel about racial injustice in the Deep South,$919.98 ,Book,2.5,"['Classic', 'Drama', 'Historical']",252,J.B. Lippincott & Co.,7/11/1960,"$1,049.35 ",12.33,https://www.hamilton-hamilton.net/,https://www.lorempixel.com/200/200,
296,Modern Sofa,A comfortable modern sofa for living rooms,$927.48 ,Furniture,5,"['Furniture', 'Home', 'Living Room']",524,HomeStyle,3/10/2021,"$1,099.83 ",15.67,http://www.vargas.com/,https://placekitten.com/200/200,
297,1984,A dystopian novel about totalitarianism,$343.29 ,Book,3.8,"['Dystopian', 'Political', 'Science Fiction']",186,Secker & Warburg,6/8/1949,$344.89 ,0.46,http://www.mccarthy-rhodes.info/,https://dummyimage.com/200x200,
298,Smartphone X,Latest model with cutting-edge features,$582.74 ,Electronics,1.2,"['Gadget', 'Smartphone', 'Tech']",907,Tech Corp,9/20/2021,$697.59 ,16.46,http://brooks-clements.com/,https://placekitten.com/200/200,
299,1984,A dystopian novel about totalitarianism,$458.26 ,Book,4.7,"['Dystopian', 'Political', 'Science Fiction']",838,Secker & Warburg,6/8/1949,$490.72 ,6.61,https://www.brown.com/,https://dummyimage.com/200x200,
300,Organic Almonds,Crunchy and nutritious organic almonds,$200.13 ,Food,3.4,"['Food', 'Organic', 'Snack']",154,Nature's Best,1/10/2022,$246.70 ,18.88,https://wang.com/,https://www.lorempixel.com/200/200,
301,The Matrix,A hacker discovers a shocking truth about reality,$980.49 ,Movie,3.9,"['Action', 'Sci-Fi', 'Thriller']",530,Warner Bros,3/31/1999,"$1,100.13 ",10.88,http://www.kelly.com/,https://placeimg.com/200/200/any,
302,Blue Jeans,Classic blue jeans for everyday wear,$193.53 ,Clothing,4.9,"['Apparel', 'Clothing', 'Casual']",833,Denim Co.,6/15/2021,$211.49 ,8.49,https://www.scott-adams.biz/,https://www.lorempixel.com/200/200,
303,Sparkling Water,Refreshing and fizzy mineral water,$588.43 ,Food,3.3,"['Drink', 'Water', 'Beverage']",995,Beverage Co.,2/15/2021,$603.78 ,2.54,https://www.jacobson.com/,https://placeimg.com/200/200/any,
304,Blue Jeans,Classic blue jeans for everyday wear,$301.65 ,Clothing,2.4,"['Apparel', 'Clothing', 'Casual']",377,Denim Co.,6/15/2021,$349.58 ,13.71,https://tran.info/,https://www.lorempixel.com/200/200,
305,Modern Sofa,A comfortable modern sofa for living rooms,$304.17 ,Furniture,4.4,"['Furniture', 'Home', 'Living Room']",783,HomeStyle,3/10/2021,$375.56 ,19.01,https://www.page.com/,https://placekitten.com/200/200,
306,Modern Sofa,A comfortable modern sofa for living rooms,$770.90 ,Furniture,2.3,"['Furniture', 'Home', 'Living Room']",320,HomeStyle,3/10/2021,$917.04 ,15.94,http://giles.biz/,https://dummyimage.com/200x200,
307,To Kill a Mockingbird,A novel about racial injustice in the Deep South,$567.00 ,Book,4.3,"['Classic', 'Drama', 'Historical']",8,J.B. Lippincott & Co.,7/11/1960,$713.86 ,20.57,https://sellers.com/,https://placeimg.com/200/200/any,
308,Smartphone X,Latest model with cutting-edge features,$483.82 ,Electronics,2.7,"['Gadget', 'Smartphone', 'Tech']",203,Tech Corp,9/20/2021,$573.60 ,15.65,http://www.ward.info/,https://placeimg.com/200/200/any,
309,Wireless Earbuds,High-quality sound in a compact design,$435.75 ,Electronics,4.6,"['Audio', 'Electronics', 'Wireless']",4,Audio Masters,12/1/2021,$469.19 ,7.13,http://www.rivera.com/,https://dummyimage.com/200x200,
310,Organic Almonds,Crunchy and nutritious organic almonds,$438.60 ,Food,3.5,"['Food', 'Organic', 'Snack']",589,Nature's Best,1/10/2022,$493.99 ,11.21,https://medina-smith.com/,https://placekitten.com/200/200,
311,Red Hoodie,A cozy red hoodie for cold days,$969.93 ,Clothing,3.3,"['Apparel', 'Clothing', 'Fashion']",601,Fashion Brand,1/1/2022,"$1,171.46 ",17.2,http://brown-hunt.com/,https://www.lorempixel.com/200/200,
312,The Matrix,A hacker discovers a shocking truth about reality,$16.47 ,Movie,3.3,"['Action', 'Sci-Fi', 'Thriller']",140,Warner Bros,3/31/1999,$18.24 ,9.7,http://fuller-warren.com/,https://placekitten.com/200/200,
313,Wooden Desk,Solid wood desk for office or home use,$608.41 ,Furniture,1.5,"['Furniture', 'Office', 'Home']",919,Furniture Co.,8/5/2020,$746.61 ,18.51,http://acosta-johnson.com/,https://placeimg.com/200/200/any,
314,To Kill a Mockingbird,A novel about racial injustice in the Deep South,$119.61 ,Book,4.8,"['Classic', 'Drama', 'Historical']",586,J.B. Lippincott & Co.,7/11/1960,$124.40 ,3.85,http://garcia.com/,https://www.lorempixel.com/200/200,
315,Modern Sofa,A comfortable modern sofa for living rooms,$562.44 ,Furniture,1.1,"['Furniture', 'Home', 'Living Room']",684,HomeStyle,3/10/2021,$595.26 ,5.51,https://johnson.com/,https://www.lorempixel.com/200/200,
316,Wooden Desk,Solid wood desk for office or home use,$216.40 ,Furniture,4.8,"['Furniture', 'Office', 'Home']",915,Furniture Co.,8/5/2020,$275.25 ,21.38,https://white-ramos.net/,https://www.lorempixel.com/200/200,
317,Modern Sofa,A comfortable modern sofa for living rooms,$777.31 ,Furniture,4.7,"['Furniture', 'Home', 'Living Room']",672,HomeStyle,3/10/2021,$836.63 ,7.09,http://www.williams.info/,https://placekitten.com/200/200,
318,Inception,A mind-bending thriller by Christopher Nolan,$621.38 ,Movie,2.9,"['Thriller', 'Sci-Fi', 'Action']",464,Warner Bros,7/16/2010,$742.61 ,16.32,http://www.wright.biz/,https://placekitten.com/200/200,
319,Inception,A mind-bending thriller by Christopher Nolan,$265.47 ,Movie,3,"['Thriller', 'Sci-Fi', 'Action']",934,Warner Bros,7/16/2010,$316.57 ,16.14,http://santana.com/,https://placeimg.com/200/200/any,
320,Organic Almonds,Crunchy and nutritious organic almonds,$583.39 ,Food,2.8,"['Food', 'Organic', 'Snack']",544,Nature's Best,1/10/2022,$718.91 ,18.85,http://jensen.com/,https://www.lorempixel.com/200/200,
321,Organic Almonds,Crunchy and nutritious organic almonds,$665.41 ,Food,3.4,"['Food', 'Organic', 'Snack']",229,Nature's Best,1/10/2022,$675.83 ,1.54,http://www.larsen.com/,https://dummyimage.com/200x200,
322,Wooden Desk,Solid wood desk for office or home use,$713.48 ,Furniture,3.2,"['Furniture', 'Office', 'Home']",875,Furniture Co.,8/5/2020,$795.21 ,10.28,http://www.trujillo-mckay.com/,https://placeimg.com/200/200/any,
323,Wireless Earbuds,High-quality sound in a compact design,$377.27 ,Electronics,4.9,"['Audio', 'Electronics', 'Wireless']",270,Audio Masters,12/1/2021,$395.29 ,4.56,https://carpenter.net/,https://www.lorempixel.com/200/200,
324,Organic Almonds,Crunchy and nutritious organic almonds,$121.77 ,Food,4.6,"['Food', 'Organic', 'Snack']",664,Nature's Best,1/10/2022,$134.48 ,9.45,http://maldonado.org/,https://placeimg.com/200/200/any,
325,Organic Almonds,Crunchy and nutritious organic almonds,$410.45 ,Food,1.8,"['Food', 'Organic', 'Snack']",744,Nature's Best,1/10/2022,$449.91 ,8.77,https://www.adams.com/,https://www.lorempixel.com/200/200,
326,Red Hoodie,A cozy red hoodie for cold days,$737.09 ,Clothing,2.3,"['Apparel', 'Clothing', 'Fashion']",156,Fashion Brand,1/1/2022,$881.98 ,16.43,https://www.johnson-bell.com/,https://www.lorempixel.com/200/200,
327,Red Hoodie,A cozy red hoodie for cold days,$627.96 ,Clothing,3.1,"['Apparel', 'Clothing', 'Fashion']",294,Fashion Brand,1/1/2022,$783.62 ,19.86,https://sanders.com/,https://dummyimage.com/200x200,
328,The Matrix,A hacker discovers a shocking truth about reality,$476.39 ,Movie,4.1,"['Action', 'Sci-Fi', 'Thriller']",611,Warner Bros,3/31/1999,$482.60 ,1.29,http://www.kennedy.org/,https://placekitten.com/200/200,
329,Modern Sofa,A comfortable modern sofa for living rooms,$860.80 ,Furniture,4.3,"['Furniture', 'Home', 'Living Room']",267,HomeStyle,3/10/2021,"$1,034.48 ",16.79,http://flores-jackson.com/,https://dummyimage.com/200x200,
330,Inception,A mind-bending thriller by Christopher Nolan,$423.25 ,Movie,4.3,"['Thriller', 'Sci-Fi', 'Action']",537,Warner Bros,7/16/2010,$437.65 ,3.29,http://www.scott-hall.com/,https://dummyimage.com/200x200,
331,To Kill a Mockingbird,A novel about racial injustice in the Deep South,$481.38 ,Book,1.1,"['Classic', 'Drama', 'Historical']",867,J.B. Lippincott & Co.,7/11/1960,$528.06 ,8.84,https://www.berger-fitzpatrick.com/,https://www.lorempixel.com/200/200,
332,1984,A dystopian novel about totalitarianism,$236.54 ,Book,4.3,"['Dystopian', 'Political', 'Science Fiction']",520,Secker & Warburg,6/8/1949,$250.54 ,5.59,https://martin.net/,https://dummyimage.com/200x200,
333,To Kill a Mockingbird,A novel about racial injustice in the Deep South,$333.23 ,Book,3,"['Classic', 'Drama', 'Historical']",777,J.B. Lippincott & Co.,7/11/1960,$421.21 ,20.89,http://www.obrien.biz/,https://placekitten.com/200/200,
334,Blue Jeans,Classic blue jeans for everyday wear,$377.42 ,Clothing,1.7,"['Apparel', 'Clothing', 'Casual']",766,Denim Co.,6/15/2021,$421.74 ,10.51,http://macdonald.org/,https://placeimg.com/200/200/any,
335,Organic Almonds,Crunchy and nutritious organic almonds,$312.06 ,Food,4.1,"['Food', 'Organic', 'Snack']",947,Nature's Best,1/10/2022,$366.86 ,14.94,https://www.nichols.com/,https://dummyimage.com/200x200,
336,Organic Almonds,Crunchy and nutritious organic almonds,$193.93 ,Food,3.3,"['Food', 'Organic', 'Snack']",39,Nature's Best,1/10/2022,$196.64 ,1.38,https://mcclain.com/,https://placeimg.com/200/200/any,
337,Modern Sofa,A comfortable modern sofa for living rooms,$757.16 ,Furniture,4.4,"['Furniture', 'Home', 'Living Room']",95,HomeStyle,3/10/2021,$816.65 ,7.28,https://vargas.com/,https://placekitten.com/200/200,
338,Inception,A mind-bending thriller by Christopher Nolan,$691.22 ,Movie,4.5,"['Thriller', 'Sci-Fi', 'Action']",950,Warner Bros,7/16/2010,$810.96 ,14.77,https://trujillo.com/,https://dummyimage.com/200x200,
339,1984,A dystopian novel about totalitarianism,$810.64 ,Book,1.7,"['Dystopian', 'Political', 'Science Fiction']",31,Secker & Warburg,6/8/1949,$819.84 ,1.12,https://www.kennedy-macdonald.com/,https://www.lorempixel.com/200/200,
340,Modern Sofa,A comfortable modern sofa for living rooms,$859.59 ,Furniture,1.6,"['Furniture', 'Home', 'Living Room']",421,HomeStyle,3/10/2021,"$1,111.56 ",22.67,https://www.cooper.com/,https://www.lorempixel.com/200/200,
