product_id,product_name,description,price,category,rating,tags,popularity_score,brand/manufacturer,release_date,was_price,discount,link,image
222,Modern Sofa,A comfortable modern sofa for living rooms,$644.80 ,Furniture,2.1,"['Furniture', 'Home', 'Living Room']",953,HomeStyle,3/10/2021,$733.57 ,12.1,https://estes-reid.biz/,https://placeimg.com/200/200/any
223,Red Hoodie,A cozy red hoodie for cold days,$256.30 ,Clothing,4.6,"['Apparel', 'Clothing', 'Fashion']",463,Fashion Brand,1/1/2022,$320.81 ,20.11,https://www.suarez.com/,https://www.lorempixel.com/200/200
224,To Kill a Mockingbird,A novel about racial injustice in the Deep South,$558.08 ,Book,4.1,"['Classic', 'Drama', 'Historical']",354,J.B. Lippincott & Co.,7/11/1960,$585.92 ,4.75,https://www.murray.net/,https://dummyimage.com/200x200
225,1984,A dystopian novel about totalitarianism,$796.83 ,Book,5,"['Dystopian', 'Political', 'Science Fiction']",286,Secker & Warburg,6/8/1949,$946.25 ,15.79,http://bryant-cook.biz/,https://dummyimage.com/200x200
226,Blue Jeans,Classic blue jeans for everyday wear,$454.03 ,Clothing,1,"['Apparel', 'Clothing', 'Casual']",354,Denim Co.,6/15/2021,$554.60 ,18.13,https://ellis.net/,https://placeimg.com/200/200/any
227,Smartphone X,Latest model with cutting-edge features,$284.87 ,Electronics,4.5,"['Gadget', 'Smartphone', 'Tech']",14,Tech Corp,9/20/2021,$306.30 ,7,https://www.dillon.com/,https://placekitten.com/200/200
228,1984,A dystopian novel about totalitarianism,$243.16 ,Book,2.6,"['Dystopian', 'Political', 'Science Fiction']",817,Secker & Warburg,6/8/1949,$292.67 ,16.92,https://www.howell-sanford.com/,https://dummyimage.com/200x200
229,To Kill a Mockingbird,A novel about racial injustice in the Deep South,$286.37 ,Book,2.5,"['Classic', 'Drama', 'Historical']",167,J.B. Lippincott & Co.,7/11/1960,$356.18 ,19.6,https://www.carter.net/,https://dummyimage.com/200x200
230,Modern Sofa,A comfortable modern sofa for living rooms,$774.61 ,Furniture,3.5,"['Furniture', 'Home', 'Living Room']",947,HomeStyle,3/10/2021,$832.71 ,6.98,https://www.jacobson-davis.com/,https://www.lorempixel.com/200/200
231,The Matrix,A hacker discovers a shocking truth about reality,$10.26 ,Movie,2.4,"['Action', 'Sci-Fi', 'Thriller']",502,Warner Bros,3/31/1999,$12.94 ,20.71,https://byrd-gonzalez.com/,https://dummyimage.com/200x200
232,Sparkling Water,Refreshing and fizzy mineral water,$190.09 ,Food,1.8,"['Drink', 'Water', 'Beverage']",723,Beverage Co.,2/15/2021,$214.39 ,11.33,http://www.jennings-anderson.com/,https://placekitten.com/200/200
233,Blue Jeans,Classic blue jeans for everyday wear,$136.24 ,Clothing,1.7,"['Apparel', 'Clothing', 'Casual']",740,Denim Co.,6/15/2021,$165.86 ,17.86,https://www.davis-gonzalez.com/,https://placeimg.com/200/200/any
234,The Matrix,A hacker discovers a shocking truth about reality,$467.71 ,Movie,3.2,"['Action', 'Sci-Fi', 'Thriller']",628,Warner Bros,3/31/1999,$520.58 ,10.16,http://www.kim-robinson.com/,https://placeimg.com/200/200/any
235,Smartphone X,Latest model with cutting-edge features,$600.10 ,Electronics,2.7,"['Gadget', 'Smartphone', 'Tech']",931,Tech Corp,9/20/2021,$675.89 ,11.21,http://richard.biz/,https://placeimg.com/200/200/any
236,Sparkling Water,Refreshing and fizzy mineral water,$983.49 ,Food,1.4,"['Drink', 'Water', 'Beverage']",721,Beverage Co.,2/15/2021,"$1,164.56 ",15.55,https://campbell.net/,https://placekitten.com/200/200
237,The Matrix,A hacker discovers a shocking truth about reality,$983.91 ,Movie,5,"['Action', 'Sci-Fi', 'Thriller']",671,Warner Bros,3/31/1999,"$1,220.93 ",19.41,https://www.keller-carpenter.com/,https://placeimg.com/200/200/any
238,The Matrix,A hacker discovers a shocking truth about reality,$293.30 ,Movie,3.7,"['Action', 'Sci-Fi', 'Thriller']",972,Warner Bros,3/31/1999,$332.16 ,11.7,http://thomas.com/,https://dummyimage.com/200x200
239,1984,A dystopian novel about totalitarianism,$61.32 ,Book,4.7,"['Dystopian', 'Political', 'Science Fiction']",396,Secker & Warburg,6/8/1949,$73.54 ,16.62,https://www.carpenter.com/,https://placekitten.com/200/200
240,Red Hoodie,A cozy red hoodie for cold days,$782.89 ,Clothing,3.3,"['Apparel', 'Clothing', 'Fashion']",260,Fashion Brand,1/1/2022,$888.11 ,11.85,https://turner-griffith.com/,https://dummyimage.com/200x200
241,To Kill a Mockingbird,A novel about racial injustice in the Deep South,$526.85 ,Book,2.8,"['Classic', 'Drama', 'Historical']",499,J.B. Lippincott & Co.,7/11/1960,$658.86 ,20.04,http://www.williams-brown.com/,https://www.lorempixel.com/200/200
242,Wireless Earbuds,High-quality sound in a compact design,$791.25 ,Electronics,1.2,"['Audio', 'Electronics', 'Wireless']",466,Audio Masters,12/1/2021,$811.96 ,2.55,http://www.jones.com/,https://placeimg.com/200/200/any
243,Blue Jeans,Classic blue jeans for everyday wear,$936.78 ,Clothing,2.5,"['Apparel', 'Clothing', 'Casual']",36,Denim Co.,6/15/2021,"$1,190.02 ",21.28,https://www.thomas-mcintyre.info/,https://placeimg.com/200/200/any
244,Wireless Earbuds,High-quality sound in a compact design,$656.38 ,Electronics,1.6,"['Audio', 'Electronics', 'Wireless']",837,Audio Masters,12/1/2021,$827.18 ,20.65,https://flores-mccoy.com/,https://placeimg.com/200/200/any
245,The Matrix,A hacker discovers a shocking truth about reality,$631.20 ,Movie,1.5,"['Action', 'Sci-Fi', 'Thriller']",105,Warner Bros,3/31/1999,$674.64 ,6.44,http://www.kirk.com/,https://www.lorempixel.com/200/200
246,Inception,A mind-bending thriller by Christopher Nolan,$122.87 ,Movie,1.6,"['Thriller', 'Sci-Fi', 'Action']",181,Warner Bros,7/16/2010,$145.20 ,15.38,https://hunter.org/,https://dummyimage.com/200x200
247,Smartphone X,Latest model with cutting-edge features,$6.02 ,Electronics,2.9,"['Gadget', 'Smartphone', 'Tech']",392,Tech Corp,9/20/2021,$7.52 ,19.95,https://www.baker.com/,https://placeimg.com/200/200/any
248,Wireless Earbuds,High-quality sound in a compact design,$843.65 ,Electronics,3.3,"['Audio', 'Electronics', 'Wireless']",582,Audio Masters,12/1/2021,$858.94 ,1.78,http://carlson.com/,https://placekitten.com/200/200
249,Inception,A mind-bending thriller by Christopher Nolan,$73.42 ,Movie,1.2,"['Thriller', 'Sci-Fi', 'Action']",673,Warner Bros,7/16/2010,$94.28 ,22.13,http://duncan.com/,https://placekitten.com/200/200
250,Red Hoodie,A cozy red hoodie for cold days,$810.62 ,Clothing,1.8,"['Apparel', 'Clothing', 'Fashion']",777,Fashion Brand,1/1/2022,$970.25 ,16.45,https://sanchez.com/,https://placeimg.com/200/200/any
